id_str,label,word,pred,pre.x.score,pre.y.score,pre.text,post.x.score,post.y.score,post.text
698957568069104000,es,de,es,12.0575757576,14.5878787879,culpable de,10.7663043478,13.3206521739,de todas
698957568069104000,es,todas,es,10.7663043478,13.3206521739,de todas,13.4444444444,12.4977777778,todas mis
698957568069104000,es,mis,es,13.4444444444,12.4977777778,todas mis,11.3583333333,11.5083333333,mis sonrisas
698957568069104000,es,sonrisas,es,11.3583333333,11.5083333333,mis sonrisas,12.2702020202,11.5176767677,sonrisas hoy
698957568069104000,es,hoy,es,12.2702020202,11.5176767677,sonrisas hoy,25.0784313725,23.2941176471,hoy no
698957568069104000,es,no,es,25.0784313725,23.2941176471,hoy no,12.76,20.04,no es
698957568069104000,es,es,es,12.76,20.04,no es,15.7571428571,21.1071428571,es sólo
698957568069104000,es,sólo,es,15.7571428571,21.1071428571,es sólo,15.55,23.6714285714,sólo el
698957568069104000,es,el,es,15.55,23.6714285714,sólo el,16.6481481481,26.7407407407,el día
698957568069104000,es,día,es,16.6481481481,26.7407407407,el día,14.3759398496,23.0601503759,día del
698957568069104000,es,del,es,14.3759398496,23.0601503759,día del,9.46875,14.3697916667,del amor
698957568069104000,es,amor,es,9.46875,14.3697916667,del amor,17.5782312925,17.9727891156,amor si
698957568069104000,es,si,es,17.5782312925,17.9727891156,amor si,23.68,26.24,si no
698957568069104000,es,no,es,23.68,26.24,si no,15.4310344828,16.8068965517,no también
698957568069104000,es,también,es,15.4310344828,16.8068965517,no también,10.1624040921,10.5537084399,también significa
698957568069104000,es,significa,es,10.1624040921,10.5537084399,también significa,12.0732323232,13.2651515152,significa un
698957568069104000,es,un,es,12.0732323232,13.2651515152,significa un,18.96875,30.125,un  
717547202139275000,es,el,es,12.25,58.6875,el,8.8047619048,10.8404761905,el pescadito
717547202139275000,es,pescadito,es,8.8047619048,10.8404761905,el pescadito,7.8700410397,8.2968536252,pescadito asesino
717547202139275000,es,asesino,es,7.8700410397,8.2968536252,pescadito asesino,12.1868686869,13.4242424242,asesino  
748118308310811000,es,me,en,49.4375,48.8125,me,13.4102564103,14.7393162393,me alegro
748118308310811000,es,alegro,es,13.4102564103,14.7393162393,me alegro,14.9625,16.94375,alegro  
737448821039366000,es,no,es,45.625,57.5625,no,19.2,22.8666666667,no le
737448821039366000,es,le,es,19.2,22.8666666667,no le,14.5208333333,14.5052083333,le duran
737448821039366000,es,duran,es,14.5208333333,14.5052083333,le duran,10.9357142857,13.2285714286,duran ella
737448821039366000,es,ella,es,10.9357142857,13.2285714286,duran ella,12.1957671958,16.1111111111,ella sola
737448821039366000,es,sola,es,12.1957671958,16.1111111111,ella sola,10.5238095238,18.8928571429,sola los
737448821039366000,es,los,es,10.5238095238,18.8928571429,sola los,11.9333333333,17.5066666667,los aleja
737448821039366000,es,aleja,es,11.9333333333,17.5066666667,los aleja,20.1696428571,22.4910714286,aleja  
719652696886620000,en,i'm,en,51.7037037037,44.5185185185,i'm,26,18.1770833333,i'm at
719652696886620000,en,at,en,26,18.1770833333,i'm at,21.5297619048,17.7261904762,at apple
719652696886620000,en,apple,en,21.5297619048,17.7261904762,at apple,13.0242424242,11.7939393939,apple store
719652696886620000,en,store,en,13.0242424242,11.7939393939,apple store,10.1197916667,12.296875,store la
719652696886620000,unk,la,es,10.1197916667,12.296875,store la,7.9677419355,12.2822580645,la encantada
719652696886620000,unk,encantada,es,7.9677419355,12.2822580645,la encantada,9.078125,10.2942708333,encantada in
719652696886620000,en,in,en,9.078125,10.2942708333,encantada in,15.7866666667,13.2844444444,in tucson
719652696886620000,unk,tucson,en,15.7866666667,13.2844444444,in tucson,17.3209876543,17.6090534979,tucson az
719652696886620000,unk,az,es,17.3209876543,17.6090534979,tucson az,41.96875,47.46875,az  
749854583346696000,en,in,en,43.3125,15.9375,in,14.6420454545,14.4602272727,in pieno
749854583346696000,es,pieno,es,14.6420454545,14.4602272727,in pieno,8.610989011,10.1428571429,pieno deserto
749854583346696000,es,deserto,es,8.610989011,10.1428571429,pieno deserto,10.5,11.9949494949,deserto  
749042273682199000,es,quiero,es,19.0583333333,28.1416666667,quiero,9.9323308271,12.2387218045,quiero alberca
749042273682199000,es,alberca,es,9.9323308271,12.2387218045,quiero alberca,10.4692082111,11.1642228739,alberca con
749042273682199000,es,con,es,10.4692082111,11.1642228739,alberca con,11.1088435374,11.8367346939,con mis
749042273682199000,es,mis,es,11.1088435374,11.8367346939,con mis,14.3208333333,14.6333333333,mis amigas
749042273682199000,es,amigas,es,14.3208333333,14.6333333333,mis amigas,16.1907894737,17.3881578947,amigas  
712327709494530000,es,de,es,6.3125,44.1875,de,11.2008547009,14.8247863248,de visita
712327709494530000,es,visita,es,11.2008547009,14.8247863248,de visita,10.3137931034,11.7482758621,visita con
712327709494530000,es,con,es,10.3137931034,11.7482758621,visita con,6.4142857143,14.7,con los
712327709494530000,es,los,es,6.4142857143,14.7,con los,5.6035834267,7.9204927212,los estadounidenses
712327709494530000,es,estadounidenses,es,5.6035834267,7.9204927212,los estadounidenses,6.9691176471,8.5,estadounidenses  
726427716363260000,en,aspen,en,21.6,23.7529411765,aspen,8.03125,10.0286458333,aspen dental
726427716363260000,en,dental,en,8.03125,10.0286458333,aspen dental,7.5672268908,8.2941176471,dental patient
726427716363260000,en,patient,en,7.5672268908,8.2941176471,dental patient,7.6380813953,7.6191860465,patient services
726427716363260000,en,services,en,7.6380813953,7.6191860465,patient services,6.1827697262,6.191626409,services representative
726427716363260000,en,representative,en,6.1827697262,6.191626409,services representative,8.429144385,8.564171123,representative az
726427716363260000,unk,az,es,8.429144385,8.564171123,representative az,41.96875,47.46875,az  
732764218664030000,unk,d,en,120.2,82.8,d,23.1156462585,20.7891156463,d backs
732764218664030000,unk,backs,en,23.1156462585,20.7891156463,d backs,22.2556818182,22.0852272727,backs vs
732764218664030000,unk,vs,en,22.2556818182,22.0852272727,backs vs,17.2518518519,16.9185185185,vs yankees
732764218664030000,unk,yankees,en,17.2518518519,16.9185185185,vs yankees,11.6539589443,11.5366568915,yankees con
732764218664030000,es,con,es,11.6539589443,11.5366568915,yankees con,11.9565217391,13.3804347826,con puro
732764218664030000,es,puro,es,11.9565217391,13.3804347826,con puro,11.1785714286,13.45,puro campeón
732764218664030000,es,campeón,es,11.1785714286,13.45,puro campeón,14.4782608696,18.5024154589,campeón  
700047538355745000,es,ver,es,42.2727272727,34.8181818182,ver,15.1739130435,14.7065217391,ver cine
700047538355745000,es,cine,es,15.1739130435,14.7065217391,ver cine,13.7111111111,13.3511111111,cine leer
700047538355745000,es,leer,es,13.7111111111,13.3511111111,cine leer,13.007518797,15.6766917293,leer de
700047538355745000,es,de,es,13.007518797,15.6766917293,leer de,11.3007518797,17.2180451128,de cine
700047538355745000,es,cine,es,11.3007518797,17.2180451128,de cine,10.8979591837,17.0544217687,cine la
700047538355745000,es,la,es,10.8979591837,17.0544217687,cine la,9.1085972851,12.0294117647,la diligencia
700047538355745000,es,diligencia,es,9.1085972851,12.0294117647,la diligencia,9.4833333333,9.8333333333,diligencia hace
700047538355745000,es,hace,es,9.4833333333,9.8333333333,diligencia hace,12.1876832845,11.1436950147,hace pensar
700047538355745000,es,pensar,es,12.1876832845,11.1436950147,hace pensar,11.5046296296,14.0416666667,pensar en
700047538355745000,es,en,es,11.5046296296,14.0416666667,pensar en,11.0212355212,10.1042471042,en shakespeare
700047538355745000,unk,shakespeare,en,11.0212355212,10.1042471042,en shakespeare,9.5984654731,9.0716112532,shakespeare duelo
700047538355745000,es,duelo,es,9.5984654731,9.0716112532,shakespeare duelo,13.0543478261,17.3858695652,duelo al
700047538355745000,es,al,es,13.0543478261,17.3858695652,duelo al,17.875,20.375,al sol
700047538355745000,es,sol,es,17.875,20.375,al sol,13.8518518519,19.3611111111,sol en
700047538355745000,es,en,es,13.8518518519,19.3611111111,sol en,6.28125,22.21875,en  
727339188832498000,unk,theclarendonhotel,en,9.1150895141,8.0959079284,theclarendonhotel,7.4476190476,6.903030303,theclarendonhotel mua
727339188832498000,es,mua,es,7.4476190476,6.903030303,theclarendonhotel mua,18.1022727273,19.25,mua pita
727339188832498000,es,pita,es,18.1022727273,19.25,mua pita,11.3466666667,13.8633333333,pita model
727339188832498000,en,model,en,11.3466666667,13.8633333333,pita model,9.2484756098,10.6493902439,model ms_ramirez
727339188832498000,unk,ms_ramirez,es,9.2484756098,10.6493902439,model ms_ramirez,13.255952381,14.1339285714,ms_ramirez  
694373408428073000,unk,bernardo,es,17.255,18.325,bernardo,13.804,14.66,bernardo  
691232248113304000,es,la,es,11.125,56.375,la,7.6484375,12.1354166667,la distancia
691232248113304000,es,distancia,es,7.6484375,12.1354166667,la distancia,8.1060606061,11.1641414141,distancia se
691232248113304000,es,se,es,8.1060606061,11.1641414141,distancia se,12.6979166667,13.0364583333,se torna
691232248113304000,es,torna,es,12.6979166667,13.0364583333,se torna,11.0965909091,12.8892045455,torna cruel
691232248113304000,es,cruel,en,11.0965909091,12.8892045455,torna cruel,11.4714285714,14.975,cruel pero
691232248113304000,es,pero,es,11.4714285714,14.975,cruel pero,11.7478632479,14.5854700855,pero nada
691232248113304000,es,nada,es,11.7478632479,14.5854700855,pero nada,12.0878787879,14.3484848485,nada impide
691232248113304000,es,impide,es,12.0878787879,14.3484848485,nada impide,11.362962963,18.462962963,impide que
691232248113304000,es,que,es,11.362962963,18.462962963,impide que,9.3535353535,20.4494949495,que desde
691232248113304000,es,desde,es,9.3535353535,20.4494949495,que desde,13.1962962963,17.3481481481,desde aqui
691232248113304000,es,aqui,es,13.1962962963,17.3481481481,desde aqui,19.5850340136,23.1292517007,aqui te
691232248113304000,es,te,es,19.5850340136,23.1292517007,aqui te,14.8641304348,16.875,te pueda
691232248113304000,es,pueda,es,14.8641304348,16.875,te pueda,10.6571428571,11.3208791209,pueda brindar
691232248113304000,es,brindar,es,10.6571428571,11.3208791209,pueda brindar,11.9035714286,13.5214285714,brindar un
691232248113304000,es,un,es,11.9035714286,13.5214285714,brindar un,15.078125,17.2916666667,un señor
691232248113304000,es,señor,es,15.078125,17.2916666667,un señor,19.5210084034,20.0504201681,señor  
720014193148174000,es,hacer,es,26.0941176471,19.7058823529,hacer,12.7379310345,11.524137931,hacer todo
720014193148174000,es,todo,es,12.7379310345,11.524137931,hacer todo,12.15,18.7285714286,todo el
720014193148174000,es,el,es,12.15,18.7285714286,todo el,11.7571428571,19.1,el bien
720014193148174000,es,bien,es,11.7571428571,19.1,el bien,11.0923913043,20.9891304348,bien que
720014193148174000,es,que,es,11.0923913043,20.9891304348,bien que,10.5666666667,16.3407407407,que puedas
720014193148174000,es,puedas,es,10.5666666667,16.3407407407,que puedas,9.6597744361,10.4417293233,puedas siempre
720014193148174000,es,siempre,es,9.6597744361,10.4417293233,puedas siempre,10.4151515152,15.4666666667,siempre que
720014193148174000,es,que,es,10.4151515152,15.4666666667,siempre que,10.5666666667,16.3407407407,que puedas
720014193148174000,es,puedas,es,10.5666666667,16.3407407407,que puedas,13.597826087,15.3097826087,puedas a
720014193148174000,es,a,en,13.597826087,15.3097826087,puedas a,14.6642857143,13.8928571429,a todas
720014193148174000,es,todas,es,14.6642857143,13.8928571429,a todas,11.1262626263,12.9494949495,todas las
720014193148174000,es,las,es,11.1262626263,12.9494949495,todas las,8.2363636364,19.2181818182,las  
713067796566032000,es,valencia,es,15.03,19.29,valencia,12.024,15.432,valencia  
744321792228139000,es,yo,es,69.0625,80.3125,yo,23.0526315789,27.0977443609,yo sólo
744321792228139000,es,sólo,es,23.0526315789,27.0977443609,yo sólo,18.8299319728,21.4353741497,sólo me
744321792228139000,es,me,en,18.8299319728,21.4353741497,sólo me,10.4369501466,11.6891495601,me enfiesto
744321792228139000,es,enfiesto,es,10.4369501466,11.6891495601,me enfiesto,9.6397306397,11.6531986532,enfiesto en
744321792228139000,es,en,es,9.6397306397,11.6531986532,enfiesto en,9.3978021978,10.5692307692,en ocasionesm
744321792228139000,es,ocasionesm,es,9.3978021978,10.5692307692,en ocasionesm,8.2418300654,8.8679738562,ocasionesm cuando
744321792228139000,es,cuando,es,8.2418300654,8.8679738562,ocasionesm cuando,10.3456790123,13.5514403292,cuando es
744321792228139000,es,es,es,10.3456790123,13.5514403292,cuando es,16.9466666667,22.8666666667,es mi
744321792228139000,es,mi,es,16.9466666667,22.8666666667,es mi,12.5607287449,13.4817813765,mi cumpleaños
744321792228139000,es,cumpleaños,es,12.5607287449,13.4817813765,mi cumpleaños,13.4322916667,14.359375,cumpleaños  
706669440247702000,es,fuego,es,29.4235294118,33.4941176471,fuego,21.0168067227,23.9243697479,fuego  
704851349700264000,es,latinos,es,12.950310559,17.1552795031,latinos,7.5612244898,10.3346938776,latinos unidos
704851349700264000,es,unidos,es,7.5612244898,10.3346938776,latinos unidos,8.8238636364,12.8522727273,unidos cena
704851349700264000,es,cena,es,8.8238636364,12.8522727273,unidos cena,12.5454545455,14.0064935065,cena r_ynoa
704851349700264000,unk,r_ynoa,es,12.5454545455,14.0064935065,cena r_ynoa,17.75,19.3055555556,r_ynoa  
748407217171243000,es,desde,es,18.4285714286,27.7857142857,desde,9.4090909091,15.1,desde este
748407217171243000,es,este,es,9.4090909091,15.1,desde este,8.1111111111,17.880952381,este el
748407217171243000,es,el,es,8.1111111111,17.880952381,este el,12.2034482759,15.8034482759,el proximo
748407217171243000,es,proximo,es,12.2034482759,15.8034482759,el proximo,10.1635338346,12.1842105263,proximo sabado
748407217171243000,es,sabado,es,10.1635338346,12.1842105263,proximo sabado,11.8181818182,14.0883838384,sabado julio
748407217171243000,es,julio,es,11.8181818182,14.0883838384,sabado julio,12.0206896552,14.4862068966,julio este
748407217171243000,es,este,es,12.0206896552,14.4862068966,julio este,8.8168498168,9.1666666667,este chavalito
748407217171243000,es,chavalito,es,8.8168498168,9.1666666667,este chavalito,8.2256944444,8.5046296296,chavalito comienza
748407217171243000,es,comienza,es,8.2256944444,8.5046296296,chavalito comienza,12.1642857143,14.3035714286,comienza a
748407217171243000,es,a,en,12.1642857143,14.3035714286,comienza a,11.8,14.2666666667,a  
701565557234147000,es,tocándole,es,16.9563492063,17.2857142857,tocándole,11.21875,13.0546875,tocándole de
701565557234147000,es,de,es,11.21875,13.0546875,tocándole de,14.722826087,19.5597826087,de nuevo
701565557234147000,es,nuevo,es,14.722826087,19.5597826087,de nuevo,17.0288065844,18.4855967078,nuevo ami
701565557234147000,es,ami,es,17.0288065844,18.4855967078,nuevo ami,14.7377777778,16.4444444444,ami compa
701565557234147000,es,compa,es,14.7377777778,16.4444444444,ami compa,12.6074074074,13.9148148148,compa misa
701565557234147000,es,misa,es,12.6074074074,13.9148148148,compa misa,19.1071428571,20.1904761905,misa  
739586689581093000,es,el,es,12.25,58.6875,el,13.9066666667,19.7822222222,el equipo
739586689581093000,es,equipo,es,13.9066666667,19.7822222222,el equipo,13.0042735043,18.5384615385,equipo de
